date,total_sales,total_promotion,active_stores,product_families,oil_price,is_holiday,year,month,day,day_of_week,week_of_year,is_weekend
2014-01-08,636176.853478,0,54,33,91.9,0,2014,1,8,2,2,0
2014-01-09,496377.933414,0,54,33,91.36,0,2014,1,9,3,2,0
2014-01-10,543055.329066,0,54,33,92.39,0,2014,1,10,4,2,0
2014-01-11,787321.455619,0,54,33,,0,2014,1,11,5,2,1
2014-01-12,844633.598917,0,54,33,,0,2014,1,12,6,2,1
2014-01-13,555547.0150185,0,54,33,91.45,0,2014,1,13,0,3,0
2014-01-14,502643.104285,0,54,33,92.15,0,2014,1,14,1,3,0
2014-01-15,567067.469069,0,54,33,93.78,0,2014,1,15,2,3,0
2014-01-16,502789.214207,0,54,33,93.54,0,2014,1,16,3,3,0
2014-01-17,542937.915657,0,54,33,93.96,0,2014,1,17,4,3,0
2014-01-18,786779.8899055,0,54,33,,0,2014,1,18,5,3,1
2014-01-19,851735.334091,0,54,33,,0,2014,1,19,6,3,1
2014-01-20,575850.061871,0,54,33,94.235,0,2014,1,20,0,4,0
2014-01-21,538817.207912,0,54,33,94.51,0,2014,1,21,1,4,0
2014-01-22,553097.596874,0,54,33,96.35,0,2014,1,22,2,4,0
2014-01-23,460789.0398597,0,54,33,97.23,0,2014,1,23,3,4,0
2014-01-24,526124.572256,0,54,33,96.66,0,2014,1,24,4,4,0
2014-01-25,733880.979053,0,54,33,,0,2014,1,25,5,4,1
2014-01-26,814057.732862,0,54,33,,0,2014,1,26,6,4,1
2014-01-27,540798.833711,0,54,33,95.82,0,2014,1,27,0,5,0
2014-01-28,481593.435798,0,54,33,97.49,0,2014,1,28,1,5,0
2014-01-29,512853.989922,0,54,33,97.34,0,2014,1,29,2,5,0
2014-01-30,453642.9707033,0,54,33,98.25,0,2014,1,30,3,5,0
2014-01-31,560816.192394,0,54,33,97.55,0,2014,1,31,4,5,0
2014-02-01,648870.19898,0,54,33,,0,2014,2,1,5,5,1
2014-02-02,619805.537102,0,54,33,,0,2014,2,2,6,5,1
2014-02-03,461637.5229585,0,54,33,96.44,0,2014,2,3,0,6,0
2014-02-04,403189.5869763,0,54,33,97.24,0,2014,2,4,1,6,0
2014-02-05,399138.3059075,0,54,33,97.4,0,2014,2,5,2,6,0
2014-02-06,359139.101529,0,54,33,97.84,0,2014,2,6,3,6,0
2014-02-07,389471.568011,0,54,33,99.98,0,2014,2,7,4,6,0
2014-02-08,530128.059914,0,54,33,,0,2014,2,8,5,6,1
2014-02-09,520753.7470746,0,54,33,,0,2014,2,9,6,6,1
2014-02-10,396622.737011,0,54,33,100.12,0,2014,2,10,0,7,0
2014-02-11,358382.7339877,0,54,33,99.96,0,2014,2,11,1,7,0
2014-02-12,387758.393971,0,54,33,100.38,0,2014,2,12,2,7,0
2014-02-13,347373.2985675,0,54,33,100.27,0,2014,2,13,3,7,0
2014-02-14,361206.4069057,0,54,33,100.31,0,2014,2,14,4,7,0
2014-02-15,538893.357859,0,54,33,,0,2014,2,15,5,7,1
2014-02-16,595300.23508,0,54,33,,0,2014,2,16,6,7,1
2014-02-17,412029.2879535,0,54,33,101.42500000000001,0,2014,2,17,0,8,0
2014-02-18,365331.247942,0,54,33,102.54,0,2014,2,18,1,8,0
2014-02-19,360161.6390075,0,54,33,103.46,0,2014,2,19,2,8,0
2014-02-20,322451.9201135,0,54,33,103.2,0,2014,2,20,3,8,0
2014-02-21,369403.653633,0,54,33,102.53,0,2014,2,21,4,8,0
2014-02-22,538206.082827,0,54,33,,0,2014,2,22,5,8,1
2014-02-23,487896.463891,0,54,33,,0,2014,2,23,6,8,1
2014-02-24,404224.188997,0,54,33,103.17,0,2014,2,24,0,9,0
2014-02-25,351418.110084,0,54,33,102.2,0,2014,2,25,1,9,0
2014-02-26,353604.266985,0,54,33,102.93,0,2014,2,26,2,9,0
2014-02-27,330330.185244,0,54,33,102.68,0,2014,2,27,3,9,0
2014-02-28,425624.795466,0,54,33,102.88,0,2014,2,28,4,9,0
2014-03-01,911360.2578707,0,54,33,,0,2014,3,1,5,9,1
2014-03-02,667413.052988,0,54,33,,1,2014,3,2,6,9,1
2014-03-03,613973.031386,0,54,33,105.34,1,2014,3,3,0,10,0
2014-03-04,748930.902096,0,54,33,103.64,1,2014,3,4,1,10,0
2014-03-05,741756.416525,0,54,33,101.75,0,2014,3,5,2,10,0
2014-03-06,614082.444339,0,54,33,101.82,0,2014,3,6,3,10,0
2014-03-07,598242.341178,0,54,33,102.82,0,2014,3,7,4,10,0
2014-03-08,753345.259201,0,54,33,,0,2014,3,8,5,10,1
2014-03-09,916117.649984,0,54,33,,0,2014,3,9,6,10,1
2014-03-10,587414.828974,0,54,33,101.39,0,2014,3,10,0,11,0
2014-03-11,539365.375063,0,54,33,100.29,0,2014,3,11,1,11,0
2014-03-12,575676.797032,0,54,33,98.29,0,2014,3,12,2,11,0
2014-03-13,473298.042544,0,54,33,98.57,0,2014,3,13,3,11,0
2014-03-14,530515.2554715,0,54,33,99.23,0,2014,3,14,4,11,0
2014-03-15,731049.789851,0,54,33,,0,2014,3,15,5,11,1
2014-03-16,929808.492772,0,54,33,,0,2014,3,16,6,11,1
2014-03-17,612719.522118,0,54,33,98.43,0,2014,3,17,0,12,0
2014-03-18,537427.86875,0,54,33,100.08,0,2014,3,18,1,12,0
2014-03-19,585974.657018,0,54,33,100.71,0,2014,3,19,2,12,0
2014-03-20,500897.112641,0,54,33,99.68,0,2014,3,20,3,12,0
2014-03-21,548811.469984,0,54,33,99.97,0,2014,3,21,4,12,0
2014-03-22,771704.933772,0,54,33,,0,2014,3,22,5,12,1
2014-03-23,838814.636064,0,54,33,,0,2014,3,23,6,12,1
2014-03-24,571762.044919,0,54,33,100.05,0,2014,3,24,0,13,0
2014-03-25,539861.6183493,0,54,33,99.66,0,2014,3,25,1,13,0
2014-03-26,569680.543547,0,54,33,100.61,0,2014,3,26,2,13,0
2014-03-27,468581.39830400003,0,54,33,101.25,0,2014,3,27,3,13,0
2014-03-28,538905.781947,0,54,33,101.73,0,2014,3,28,4,13,0
2014-03-29,822333.142686,0,54,33,,0,2014,3,29,5,13,1
2014-03-30,873958.8396415,0,54,33,,0,2014,3,30,6,13,1
2014-03-31,651800.509461,0,54,33,101.57,0,2014,3,31,0,14,0
2014-04-01,485079.887001,8,54,33,99.69,1,2014,4,1,1,14,0
2014-04-02,463917.316107,4,54,33,99.6,0,2014,4,2,2,14,0
2014-04-03,388867.961418,120,54,33,100.29,0,2014,4,3,3,14,0
2014-04-04,422578.745073,5,54,33,101.16,0,2014,4,4,4,14,0
2014-04-05,617680.194045,7,54,33,,0,2014,4,5,5,14,1
2014-04-06,631888.250898,7,54,33,,0,2014,4,6,6,14,1
2014-04-07,426091.1040178,3,54,33,100.43,0,2014,4,7,0,15,0
2014-04-08,376663.272105,8,54,33,102.57,0,2014,4,8,1,15,0
2014-04-09,375309.08201199997,4,54,33,103.55,0,2014,4,9,2,15,0
2014-04-10,334052.7571255,119,54,33,103.37,0,2014,4,10,3,15,0
2014-04-11,379646.845927,14,54,33,103.68,0,2014,4,11,4,15,0
2014-04-12,529919.922964,10,54,33,,1,2014,4,12,5,15,1
2014-04-13,540190.281942,16,54,33,,0,2014,4,13,6,15,1
2014-04-14,381386.309033,8,54,33,104.05,1,2014,4,14,0,16,0
2014-04-15,364689.054991,45,54,33,103.7,0,2014,4,15,1,16,0
2014-04-16,411357.084985,45,54,33,103.71,0,2014,4,16,2,16,0
2014-04-17,397464.842904,455,54,33,104.33,0,2014,4,17,3,16,0
2014-04-18,394392.184115,37,54,33,104.34,1,2014,4,18,4,16,0
2014-04-19,496904.749136,36,54,33,,0,2014,4,19,5,16,1
2014-04-20,520126.3980386,56,54,33,,0,2014,4,20,6,16,1
2014-04-21,398677.396998,28,54,33,104.35,1,2014,4,21,0,17,0
2014-04-22,370552.249018,49,54,33,101.69,0,2014,4,22,1,17,0
2014-04-23,372232.595049,58,54,33,101.47,0,2014,4,23,2,17,0
2014-04-24,320875.477858,460,54,33,102.2,0,2014,4,24,3,17,0
2014-04-25,357173.708433,22,54,33,100.85,0,2014,4,25,4,17,0
2014-04-26,497334.735036,39,54,33,,0,2014,4,26,5,17,1
2014-04-27,560508.420995,52,54,33,,0,2014,4,27,6,17,1
2014-04-28,362271.9169815,65,54,33,101.13,0,2014,4,28,0,18,0
2014-04-29,326338.348031,73,54,33,101.56,0,2014,4,29,1,18,0
2014-04-30,357079.964912,86,54,33,100.07,0,2014,4,30,2,18,0
2014-05-01,530380.848064,547,54,33,99.69,1,2014,5,1,3,18,0
2014-05-02,443284.891212,215,54,33,100.09,0,2014,5,2,4,18,0
2014-05-03,610391.748971,72,54,33,,0,2014,5,3,5,18,1
2014-05-04,646164.863883,58,54,33,,0,2014,5,4,6,18,1
2014-05-05,427601.704071,67,54,33,99.74,0,2014,5,5,0,19,0
2014-05-06,388945.890086,84,54,33,99.81,0,2014,5,6,1,19,0
2014-05-07,391932.183945,71,54,33,101.06,0,2014,5,7,2,19,0
2014-05-08,337483.713217,472,54,33,100.52,0,2014,5,8,3,19,0
2014-05-09,381335.196055,218,54,33,100.32,0,2014,5,9,4,19,0
2014-05-10,577012.026997,61,54,33,,1,2014,5,10,5,19,1
2014-05-11,454512.928937,59,54,33,,1,2014,5,11,6,19,1
2014-05-12,398251.889006,61,54,33,100.89,1,2014,5,12,0,20,0
2014-05-13,360734.522978,65,54,33,102.01,0,2014,5,13,1,20,0
2014-05-14,356373.806985,151,54,33,102.63,0,2014,5,14,2,20,0
2014-05-15,332272.8296378,534,54,33,101.74,0,2014,5,15,3,20,0
2014-05-16,380822.742652,1188,54,33,102.31,0,2014,5,16,4,20,0
2014-05-17,537873.964019,129,54,33,,0,2014,5,17,5,20,1
2014-05-18,634519.7368283,139,54,33,,0,2014,5,18,6,20,1
2014-05-19,388814.744958,110,54,33,102.95,0,2014,5,19,0,21,0
2014-05-20,354372.33997,157,54,33,102.8,0,2014,5,20,1,21,0
2014-05-21,356898.483031,191,54,33,104.31,0,2014,5,21,2,21,0
2014-05-22,310660.142642,1561,54,33,104.03,0,2014,5,22,3,21,0
2014-05-23,349549.892726,1274,54,33,105.01,0,2014,5,23,4,21,0
2014-05-24,516627.261707,220,54,33,,1,2014,5,24,5,21,1
2014-05-25,573412.21016,218,54,33,,0,2014,5,25,6,21,1
2014-05-26,373831.086112,188,54,33,104.89500000000001,0,2014,5,26,0,22,0
2014-05-27,327642.143098,196,54,33,104.78,0,2014,5,27,1,22,0
2014-05-28,338481.784057,192,54,33,103.37,0,2014,5,28,2,22,0
2014-05-29,326624.5773325,1586,54,33,104.26,0,2014,5,29,3,22,0
2014-05-30,375782.6398709,1224,54,33,103.4,0,2014,5,30,4,22,0
2014-05-31,597192.467989,267,54,33,,0,2014,5,31,5,22,1
2014-06-01,742732.830236,123,54,33,,0,2014,6,1,6,22,1
2014-06-02,512725.7729758,195,54,33,103.07,0,2014,6,2,0,23,0
2014-06-03,443636.187975,213,54,33,103.34,0,2014,6,3,1,23,0
2014-06-04,423284.494993,236,54,33,103.27,0,2014,6,4,2,23,0
2014-06-05,359474.513823,1616,54,33,103.17,0,2014,6,5,3,23,0
2014-06-06,391266.125449,1264,54,33,103.32,0,2014,6,6,4,23,0
2014-06-07,557142.461024,197,54,33,,0,2014,6,7,5,23,1
2014-06-08,626026.956957,215,54,33,,0,2014,6,8,6,23,1
2014-06-09,415798.946041,199,54,33,105.09,0,2014,6,9,0,24,0
2014-06-10,351689.4229725,199,54,33,105.02,0,2014,6,10,1,24,0
2014-06-11,373828.16418,258,54,33,105.04,0,2014,6,11,2,24,0
2014-06-12,329408.06736,1979,54,33,107.2,1,2014,6,12,3,24,0
2014-06-13,392308.374573,1335,54,33,107.49,0,2014,6,13,4,24,0
2014-06-14,622072.988944,278,54,33,,0,2014,6,14,5,24,1
2014-06-15,441279.9339945,250,54,33,,1,2014,6,15,6,24,1
2014-06-16,447450.23987,338,54,33,107.52,0,2014,6,16,0,25,0
2014-06-17,380396.036044,380,54,33,106.95,0,2014,6,17,1,25,0
2014-06-18,373408.6641423,425,54,33,106.64,0,2014,6,18,2,25,0
2014-06-19,332280.93509600003,2359,54,33,107.08,0,2014,6,19,3,25,0
2014-06-20,369206.789547,1933,54,33,107.95,1,2014,6,20,4,25,0
2014-06-21,538613.855166,308,54,33,,0,2014,6,21,5,25,1
2014-06-22,591184.1240535,360,54,33,,0,2014,6,22,6,25,1
2014-06-23,414929.6359765,237,54,33,106.83,1,2014,6,23,0,26,0
2014-06-24,340464.7450455,266,54,33,106.64,0,2014,6,24,1,26,0
2014-06-25,355342.398017,354,54,33,107.04,1,2014,6,25,2,26,0
2014-06-26,315798.180924,2168,54,33,106.49,0,2014,6,26,3,26,0
2014-06-27,370793.573429,2732,54,33,106.46,0,2014,6,27,4,26,0
2014-06-28,510870.81398,425,54,33,,1,2014,6,28,5,26,1
2014-06-29,567218.8850125,302,54,33,,1,2014,6,29,6,26,1
2014-06-30,429324.0552005,352,54,33,106.07,1,2014,6,30,0,27,0
2014-07-01,720480.616788,2320,54,33,106.06,1,2014,7,1,1,27,0
2014-07-02,747430.1471275,4310,54,33,105.18,0,2014,7,2,2,27,0
2014-07-03,583844.7207922,2383,54,33,104.76,1,2014,7,3,3,27,0
2014-07-04,595424.31324,4056,54,33,104.475,1,2014,7,4,4,27,0
2014-07-05,817307.1101677,610,54,33,,1,2014,7,5,5,27,1
2014-07-06,918276.596259,583,54,33,,0,2014,7,6,6,27,1
2014-07-07,638526.428909,492,54,33,104.19,0,2014,7,7,0,28,0
2014-07-08,557291.4975265,2183,54,33,104.06,1,2014,7,8,1,28,0
2014-07-09,574451.409963,4281,54,33,102.93,1,2014,7,9,2,28,0
2014-07-10,498047.54898,2465,54,33,103.61,0,2014,7,10,3,28,0
2014-07-11,535644.182793,4057,54,33,101.48,0,2014,7,11,4,28,0
2014-07-12,756698.7523004999,568,54,33,,1,2014,7,12,5,28,1
2014-07-13,733653.779849,720,54,33,,1,2014,7,13,6,28,1
2014-07-14,584867.15114,617,54,33,101.73,0,2014,7,14,0,29,0
2014-07-15,562860.0268329,2329,54,33,100.56,0,2014,7,15,1,29,0
2014-07-16,621336.4939885,4446,54,33,101.88,0,2014,7,16,2,29,0
2014-07-17,498221.7050971,2416,54,33,103.84,0,2014,7,17,3,29,0
2014-07-18,547619.0590519,4275,54,33,103.83,0,2014,7,18,4,29,0
2014-07-19,728988.226204,759,54,33,,0,2014,7,19,5,29,1
2014-07-20,776474.1180457,636,54,33,,0,2014,7,20,6,29,1
2014-07-21,600228.430008,592,54,33,105.34,0,2014,7,21,0,30,0
2014-07-22,530276.040011,2287,54,33,104.59,0,2014,7,22,1,30,0
2014-07-23,574168.635995,4459,54,33,103.81,1,2014,7,23,2,30,0
2014-07-24,484618.8170115,2425,54,33,102.76,1,2014,7,24,3,30,0
2014-07-25,579767.285128,4395,54,33,105.23,1,2014,7,25,4,30,0
2014-07-26,688919.5500267,673,54,33,,0,2014,7,26,5,30,1
2014-07-27,747307.86662,605,54,33,,0,2014,7,27,6,30,1
2014-07-28,583936.68549,557,54,33,105.68,0,2014,7,28,0,31,0
2014-07-29,524743.3250017,2207,54,33,104.91,0,2014,7,29,1,31,0
2014-07-30,578056.965281,4640,54,33,104.29,0,2014,7,30,2,31,0
2014-07-31,532423.558194,2319,54,33,98.23,0,2014,7,31,3,31,0
2014-08-01,506826.7949305,4407,54,33,97.86,0,2014,8,1,4,31,0
2014-08-02,626533.637869,506,54,33,,0,2014,8,2,5,31,1
2014-08-03,625898.205888,453,54,33,,0,2014,8,3,6,31,1
2014-08-04,471173.304022,402,54,33,98.26,0,2014,8,4,0,32,0
2014-08-05,417197.476176,395,54,33,97.34,1,2014,8,5,1,32,0
2014-08-06,402914.370941,515,54,33,96.93,0,2014,8,6,2,32,0
2014-08-07,359701.53298899997,2310,54,33,97.34,0,2014,8,7,3,32,0
2014-08-08,397759.9389829,4308,54,33,97.61,0,2014,8,8,4,32,0
2014-08-09,496192.787084,574,54,33,,0,2014,8,9,5,32,1
2014-08-10,509681.7650025,612,54,33,,1,2014,8,10,6,32,1
2014-08-11,409544.575013,530,54,33,98.09,0,2014,8,11,0,33,0
2014-08-12,353898.211991,488,54,33,97.36,0,2014,8,12,1,33,0
2014-08-13,372116.544964,623,54,33,97.57,0,2014,8,13,2,33,0
2014-08-14,340740.8170565,2331,54,33,95.54,0,2014,8,14,3,33,0
2014-08-15,402631.8400593,4456,54,33,97.3,1,2014,8,15,4,33,0
2014-08-16,533996.15517,578,54,33,,0,2014,8,16,5,33,1
2014-08-17,564443.173007,559,54,33,,0,2014,8,17,6,33,1
2014-08-18,433042.298907,514,54,33,96.44,0,2014,8,18,0,34,0
2014-08-19,379329.9530773,512,54,33,94.35,0,2014,8,19,1,34,0
2014-08-20,398126.790988,582,54,33,96.4,0,2014,8,20,2,34,0
2014-08-21,355108.8749955,2412,54,33,93.97,0,2014,8,21,3,34,0
2014-08-22,388359.8983235,4479,54,33,93.61,0,2014,8,22,4,34,0
2014-08-23,499678.208204,649,54,33,,0,2014,8,23,5,34,1
2014-08-24,528990.5611087,680,54,33,,1,2014,8,24,6,34,1
2014-08-25,412250.075007,591,54,33,95.39,0,2014,8,25,0,35,0
2014-08-26,355053.9079745,516,54,33,95.78,0,2014,8,26,1,35,0
2014-08-27,366321.498077,623,54,33,95.82,0,2014,8,27,2,35,0
2014-08-28,327912.427,2175,54,33,96.44,0,2014,8,28,3,35,0
2014-08-29,403288.917062,4268,54,33,97.86,0,2014,8,29,4,35,0
2014-08-30,586373.694132,437,54,33,,0,2014,8,30,5,35,1
2014-08-31,660088.183052,455,54,33,,0,2014,8,31,6,35,1
2014-09-01,812526.219024,633,54,33,95.39,0,2014,9,1,0,36,0
2014-09-02,717351.552768,2300,54,33,92.92,0,2014,9,2,1,36,0
2014-09-03,726683.8617375,4724,54,33,95.5,0,2014,9,3,2,36,0
2014-09-04,551340.0774347,2657,54,33,94.51,0,2014,9,4,3,36,0
2014-09-05,603043.241921,4802,54,33,93.32,0,2014,9,5,4,36,0
2014-09-06,870139.4459765,959,54,33,,0,2014,9,6,5,36,1
2014-09-07,997964.077948,942,54,33,,0,2014,9,7,6,36,1
2014-09-08,648651.744928,802,54,33,92.64,0,2014,9,8,0,37,0
2014-09-09,562420.568002,2511,54,33,92.73,0,2014,9,9,1,37,0
2014-09-10,612987.4722337,4874,54,33,91.71,0,2014,9,10,2,37,0
2014-09-11,483462.953022,2737,54,33,92.89,0,2014,9,11,3,37,0
2014-09-12,564382.847851,4727,54,33,92.18,0,2014,9,12,4,37,0
2014-09-13,795802.238124,1018,54,33,,0,2014,9,13,5,37,1
2014-09-14,896501.5622945,1020,54,33,,0,2014,9,14,6,37,1
2014-09-15,630710.5728885,870,54,33,92.86,0,2014,9,15,0,38,0
2014-09-16,608239.973016,2647,54,33,94.91,0,2014,9,16,1,38,0
2014-09-17,617472.3442115,4999,54,33,94.33,0,2014,9,17,2,38,0
2014-09-18,479500.843061,2683,54,33,93.07,0,2014,9,18,3,38,0
2014-09-19,550213.093909,4614,54,33,92.43,0,2014,9,19,4,38,0
2014-09-20,808490.763077,898,54,33,,0,2014,9,20,5,38,1
2014-09-21,901420.451004,975,54,33,,0,2014,9,21,6,38,1
2014-09-22,589120.293928,798,54,33,91.46,0,2014,9,22,0,39,0
2014-09-23,559954.304399,2593,54,33,91.55,0,2014,9,23,1,39,0
2014-09-24,598183.114508,4837,54,33,93.6,0,2014,9,24,2,39,0
2014-09-25,466867.377076,2489,54,33,93.59,0,2014,9,25,3,39,0
2014-09-26,515474.223943,4319,54,33,95.55,0,2014,9,26,4,39,0
2014-09-27,781202.367982,632,54,33,,0,2014,9,27,5,39,1
2014-09-28,886531.789814,739,54,33,,1,2014,9,28,6,39,1
2014-09-29,586682.822002,582,54,33,94.53,0,2014,9,29,0,40,0
2014-09-30,599093.9157257,2278,54,33,91.17,0,2014,9,30,1,40,0
2014-10-01,784500.253914,4804,54,33,90.74,0,2014,10,1,2,40,0
2014-10-02,634306.519052,2616,54,33,91.02,0,2014,10,2,3,40,0
2014-10-03,675639.295098,4482,54,33,89.76,0,2014,10,3,4,40,0
2014-10-04,931317.51302,735,54,33,,0,2014,10,4,5,40,1
2014-10-05,985466.962071,658,54,33,,0,2014,10,5,6,40,1
2014-10-06,641480.757266,606,54,33,90.33,0,2014,10,6,0,41,0
2014-10-07,586410.2709706,2353,54,33,88.89,1,2014,10,7,1,41,0
2014-10-08,620201.323059,4784,54,33,87.29,0,2014,10,8,2,41,0
2014-10-09,510519.923104,2450,54,33,85.76,1,2014,10,9,3,41,0
2014-10-10,702470.317955,4569,54,33,85.87,1,2014,10,10,4,41,0
2014-10-11,748309.153739,564,54,33,,0,2014,10,11,5,41,1
2014-10-12,843971.132714,648,54,33,,0,2014,10,12,6,41,1
2014-10-13,611726.926015,565,54,33,85.73,0,2014,10,13,0,42,0
2014-10-14,550589.573294,2357,54,33,81.72,0,2014,10,14,1,42,0
2014-10-15,624797.469491,4945,54,33,81.82,0,2014,10,15,2,42,0
2014-10-16,538252.607117,2557,54,33,82.33,0,2014,10,16,3,42,0
2014-10-17,558538.135999,4551,54,33,82.8,0,2014,10,17,4,42,0
2014-10-18,820840.970792,769,54,33,,0,2014,10,18,5,42,1
2014-10-19,935410.595877,769,54,33,,0,2014,10,19,6,42,1
2014-10-20,624629.990941,609,54,33,82.76,0,2014,10,20,0,43,0
2014-10-21,542207.165266,2086,54,33,83.25,0,2014,10,21,1,43,0
2014-10-22,584926.355993,4755,54,33,80.52,0,2014,10,22,2,43,0
2014-10-23,492233.2322,2526,54,33,82.81,0,2014,10,23,3,43,0
2014-10-24,528403.680064,4477,54,33,81.27,0,2014,10,24,4,43,0
2014-10-25,758926.230707,1003,54,33,,0,2014,10,25,5,43,1
2014-10-26,892128.498949,1020,54,33,,0,2014,10,26,6,43,1
2014-10-27,572806.6319285,583,54,33,81.26,0,2014,10,27,0,44,0
2014-10-28,512678.811505,2327,54,33,81.36,0,2014,10,28,1,44,0
2014-10-29,560819.6780005,4953,54,33,82.25,0,2014,10,29,2,44,0
2014-10-30,459715.26616,2357,54,33,81.06,0,2014,10,30,3,44,0
2014-10-31,561876.0719155,4421,54,33,80.53,0,2014,10,31,4,44,0
2014-11-01,873539.2478855,975,54,33,,0,2014,11,1,5,44,1
2014-11-02,709851.4922288,944,54,33,,1,2014,11,2,6,44,1
2014-11-03,973192.041735,690,54,33,78.77,1,2014,11,3,0,45,0
2014-11-04,702751.953595,2373,54,33,77.15,0,2014,11,4,1,45,0
2014-11-05,718799.9390395,4858,54,33,78.71,0,2014,11,5,2,45,0
2014-11-06,566118.381055,2519,54,33,77.87,1,2014,11,6,3,45,0
2014-11-07,585330.25773,4392,54,33,78.71,1,2014,11,7,4,45,0
2014-11-08,816064.644983,861,54,33,,0,2014,11,8,5,45,1
2014-11-09,941478.422301,956,54,33,,0,2014,11,9,6,45,1
2014-11-10,593376.793073,540,54,33,77.43,1,2014,11,10,0,46,0
2014-11-11,552505.750307,2362,54,33,77.85,1,2014,11,11,1,46,0
2014-11-12,588093.484021,4810,54,33,77.16,1,2014,11,12,2,46,0
2014-11-13,468057.386823,2503,54,33,74.13,0,2014,11,13,3,46,0
2014-11-14,553007.970965,4434,54,33,75.91,0,2014,11,14,4,46,0
2014-11-15,786124.201177,1184,54,33,,0,2014,11,15,5,46,1
2014-11-16,956619.401927,1058,54,33,,0,2014,11,16,6,46,1
2014-11-17,620876.340058,754,54,33,75.64,0,2014,11,17,0,47,0
2014-11-18,553367.204141,2663,54,33,74.55,0,2014,11,18,1,47,0
2014-11-19,580234.0113007,5147,54,33,74.55,0,2014,11,19,2,47,0
2014-11-20,511855.7610447,2824,54,33,75.63,0,2014,11,20,3,47,0
2014-11-21,567978.732759,4573,54,33,76.52,0,2014,11,21,4,47,0
2014-11-22,763720.148593,868,54,33,,0,2014,11,22,5,47,1
2014-11-23,907432.656994,973,54,33,,0,2014,11,23,6,47,1
2014-11-24,610847.95702,710,54,33,75.74,0,2014,11,24,0,48,0
2014-11-25,541225.608011,2544,54,33,74.04,0,2014,11,25,1,48,0
2014-11-26,579125.306002,5021,54,33,73.7,0,2014,11,26,2,48,0
2014-11-27,475823.897052,2774,54,33,69.82,0,2014,11,27,3,48,0
2014-11-28,559619.825094,4654,54,33,65.94,1,2014,11,28,4,48,0
2014-11-29,850925.105136,994,54,33,,0,2014,11,29,5,48,1
2014-11-30,1023691.281592,1076,54,33,,0,2014,11,30,6,48,1
2014-12-01,817413.561974,1423,54,33,68.98,1,2014,12,1,0,49,0
2014-12-02,735319.1840285,3045,54,33,66.99,0,2014,12,2,1,49,0
2014-12-03,715127.614539,5359,54,33,67.3,0,2014,12,3,2,49,0
2014-12-04,578961.517004,3216,54,33,66.73,0,2014,12,4,3,49,0
2014-12-05,635445.153317,4849,54,33,65.89,1,2014,12,5,4,49,0
2014-12-06,829386.70612,1151,54,33,,1,2014,12,6,5,49,1
2014-12-07,1013889.8074,1165,54,33,,0,2014,12,7,6,49,1
2014-12-08,790283.289992,922,54,33,63.13,1,2014,12,8,0,50,0
2014-12-09,665123.962957,2992,54,33,63.74,0,2014,12,9,1,50,0
2014-12-10,732121.033873,5562,54,33,60.99,0,2014,12,10,2,50,0
2014-12-11,580542.178879,3159,54,33,60.01,0,2014,12,11,3,50,0
2014-12-12,642760.387245,4853,54,33,57.81,0,2014,12,12,4,50,0
2014-12-13,854830.905829,1261,54,33,,0,2014,12,13,5,50,1
2014-12-14,999106.1325775,1410,54,33,,0,2014,12,14,6,50,1
2014-12-15,790182.945791,1025,54,33,55.96,0,2014,12,15,0,51,0
2014-12-16,799067.056179,2973,54,33,55.97,0,2014,12,16,1,51,0
2014-12-17,779966.499188,5290,54,33,56.43,0,2014,12,17,2,51,0
2014-12-18,731938.479893,3179,54,33,54.18,0,2014,12,18,3,51,0
2014-12-19,757349.3758179,4940,54,33,56.91,0,2014,12,19,4,51,0
2014-12-20,935555.52434,1534,54,33,,1,2014,12,20,5,51,1
2014-12-21,1056605.2012285,1579,54,33,,1,2014,12,21,6,51,1
2014-12-22,1008143.3460193,1582,54,33,55.25,1,2014,12,22,0,52,0
2014-12-23,1064977.9730725,3365,54,33,56.78,1,2014,12,23,1,52,0
2014-12-24,965982.871715,5828,54,33,55.7,1,2014,12,24,2,52,0
2014-12-26,872098.456795,5714,54,33,54.59,1,2014,12,26,4,52,0
2014-12-27,740596.158932,1747,54,33,,0,2014,12,27,5,52,1
2014-12-28,716329.635071,1859,54,33,,0,2014,12,28,6,52,1
2014-12-29,773998.401175,1783,54,33,53.46,0,2014,12,29,0,1,0
2014-12-30,912970.533204,3494,54,33,54.14,0,2014,12,30,1,1,0
2014-12-31,844380.469674,5648,54,33,53.45,1,2014,12,31,2,1,0
2015-01-01,12773.61698,12,54,33,53.085,1,2015,1,1,3,1,0
2015-01-02,657763.391981,4949,54,33,52.72,1,2015,1,2,4,1,0
2015-01-03,648880.686926,1306,54,33,,0,2015,1,3,5,1,1
2015-01-04,730923.776022,1295,54,33,,0,2015,1,4,6,1,1
2015-01-05,569267.29796,1148,54,33,50.05,0,2015,1,5,0,2,0
2015-01-06,477886.741053,1042,54,33,47.98,0,2015,1,6,1,2,0
2015-01-07,494160.850117,1291,54,33,48.69,0,2015,1,7,2,2,0
2015-01-08,417482.689131,3063,54,33,48.8,0,2015,1,8,3,2,0
2015-01-09,439381.226073,4761,54,33,48.35,0,2015,1,9,4,2,0
2015-01-10,569956.90801,954,54,33,,1,2015,1,10,5,2,1
2015-01-11,694860.9511,1058,54,33,,0,2015,1,11,6,2,1
