date,total_sales,total_promotion,active_stores,product_families,oil_price,is_holiday,year,month,day,day_of_week,week_of_year,is_weekend,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_28,sales_rolling_7,sales_rolling_14,sales_rolling_28,quarter,day_of_year,week_of_month,promotion_ratio
2014-02-06,359139.101529,0,54,33,97.84,0,2014,2,6,3,6,0,399138.3059075,453642.9707033,460789.0398597,496377.933414,506728.6164316571,544085.63560595,580923.2865853321,1,37,1,0.0
2014-02-07,389471.568011,0,54,33,99.98,0,2014,2,7,4,6,0,359139.101529,560816.192394,526124.572256,543055.329066,493228.0636924715,536824.9257251857,576021.8997322965,1,38,1,0.0
2014-02-10,396622.737011,0,54,33,100.12,0,2014,2,10,0,7,0,520753.7470746,461637.5229585,540798.833711,555547.0150185,437636.84176727146,491559.9322129428,549784.1494250678,1,41,2,0.0
2014-02-11,358382.7339877,0,54,33,99.96,0,2014,2,11,1,7,0,396622.737011,403189.5869763,481593.435798,502643.104285,428349.0152033429,481261.63959151425,544108.2823533714,1,42,2,0.0
2014-02-12,387758.393971,0,54,33,100.38,0,2014,2,12,2,7,0,358382.7339877,399138.3059075,512853.989922,567067.469069,421948.03620497143,472460.8751764929,538956.1262713249,1,43,2,0.0
2014-02-13,347373.2985675,0,54,33,100.27,0,2014,2,13,3,7,0,387758.393971,359139.101529,453642.9707033,502789.214207,420322.33449975715,463525.47546570713,532552.2307321107,1,44,2,0.0
2014-02-14,361206.4069057,0,54,33,100.31,0,2014,2,14,4,7,0,347373.2985675,389471.568011,560816.192394,542937.915657,418641.50550525717,455934.78459886427,527001.6623164143,1,45,2,0.0
2014-02-17,412029.2879535,0,54,33,101.425,0,2014,2,17,0,8,0,595300.23508,396622.737011,461637.5229585,575850.061871,426505.3090545571,432071.0754109143,502499.76446609996,1,48,3,0.0
2014-02-18,365331.247942,0,54,33,102.54,0,2014,2,18,1,8,0,412029.2879535,358382.7339877,403189.5869763,538817.207912,428706.24490348576,428527.6300534143,496649.02254047495,1,49,3,0.0
2014-02-19,360161.6390075,0,54,33,103.46,0,2014,2,19,2,8,0,365331.247942,387758.393971,399138.3059075,553097.596874,429698.88975410006,425823.4629795357,490453.0953986893,1,50,3,0.0
2014-02-20,322451.9201135,0,54,33,103.2,0,2014,2,20,3,8,0,360161.6390075,347373.2985675,359139.101529,460789.0398597,425756.49618788576,423039.41534382146,483562.52547488565,1,51,3,0.0
2014-02-21,369403.653633,0,54,33,102.53,0,2014,2,21,4,8,0,322451.9201135,361206.4069057,389471.568011,526124.572256,422196.29926588567,420418.90238557145,478621.9140553786,1,52,3,0.0
2014-02-24,404224.188997,0,54,33,103.17,0,2014,2,24,0,9,0,487896.463891,412029.2879535,396622.737011,540798.833711,407925.7564810714,417215.5327678143,454387.73249037855,1,55,4,0.0
2014-02-25,351418.110084,0,54,33,102.2,0,2014,2,25,1,9,0,404224.188997,365331.247942,358382.7339877,481593.435798,406810.7423444285,417758.4936239571,449510.0666077357,1,56,4,0.0
2014-02-26,353604.266985,0,54,33,102.93,0,2014,2,26,2,9,0,351418.110084,360161.6390075,387758.393971,512853.989922,404823.1512218571,417261.02048797853,444860.9478322357,1,57,4,0.0
2014-02-27,330330.185244,0,54,33,102.68,0,2014,2,27,3,9,0,353604.266985,322451.9201135,347373.2985675,453642.9707033,403886.3837900714,414821.43998897856,439173.45772734284,1,58,4,0.0
2014-02-28,425624.795466,0,54,33,102.88,0,2014,2,28,4,9,0,330330.185244,369403.653633,361206.4069057,560816.192394,405011.8502372857,413604.0747515857,434769.429675225,1,59,4,0.0
2014-03-03,613973.031386,0,54,33,105.34,1,2014,3,3,0,10,0,667413.052988,404224.188997,412029.2879535,461637.5229585,491996.40823352855,449961.0823573,441016.0788841071,1,62,1,0.0
2014-03-04,748930.902096,0,54,33,103.64,1,2014,3,4,1,10,0,613973.031386,351418.110084,365331.247942,403189.5869763,521960.52857481426,464385.63545962144,446456.6327565178,1,63,1,0.0
2014-03-05,741756.416525,0,54,33,101.75,0,2014,3,5,2,10,0,748930.902096,353604.266985,360161.6390075,399138.3059075,578748.0702908143,491785.6107563357,458804.53686793573,1,64,1,0.0
2014-03-06,614082.444339,0,54,33,101.82,0,2014,3,6,3,10,0,741756.416525,330330.185244,322451.9201135,359139.101529,634198.3773679571,519042.38057901425,471040.8979614178,1,65,1,0.0
2014-03-07,598242.341178,0,54,33,102.82,0,2014,3,7,4,10,0,614082.444339,425624.795466,369403.653633,389471.568011,674734.4143815285,539873.1323094071,480146.0173474893,1,66,1,0.0
2014-03-10,587414.828974,0,54,33,101.39,0,2014,3,10,0,11,0,916117.649984,613973.031386,404224.188997,396622.737011,712349.7206727143,602173.0644531214,509694.2986104679,1,69,2,0.0
2014-03-11,539365.375063,0,54,33,100.29,0,2014,3,11,1,11,0,587414.828974,748930.902096,351418.110084,358382.7339877,708555.6917567143,615258.1101657643,516508.30189486075,1,70,2,0.0
2014-03-12,575676.797032,0,54,33,98.29,0,2014,3,12,2,11,0,539365.375063,741756.416525,353604.266985,387758.393971,678617.7593234285,628682.9148071214,522971.96764755005,1,71,2,0.0
2014-03-13,473298.042544,0,54,33,98.57,0,2014,3,13,3,11,0,575676.797032,614082.444339,330330.185244,347373.2985675,654892.0993958571,644545.2383819071,529683.3391854429,1,72,2,0.0
2014-03-14,530515.2554715,0,54,33,99.23,0,2014,3,14,4,11,0,473298.042544,598242.341178,425624.795466,361206.4069057,634780.0419965715,654757.22818905,534180.6514703179,1,73,2,0.0
2014-03-17,612719.522118,0,54,33,98.43,0,2014,3,17,0,12,0,929808.492772,587414.828974,613973.031386,412029.2879535,623875.5116724999,668112.6161726072,559036.8492649535,1,76,3,0.0
2014-03-18,537427.86875,0,54,33,100.08,0,2014,3,18,1,12,0,612719.522118,539365.375063,748930.902096,365331.247942,627490.4678359285,668023.0797963215,566204.3576279714,1,77,3,0.0
2014-03-19,585974.657018,0,54,33,100.71,0,2014,3,19,2,12,0,537427.86875,575676.797032,741756.416525,360161.6390075,627213.6812197857,652915.720271607,572350.6655139715,1,78,3,0.0
2014-03-20,500897.112641,0,54,33,99.68,0,2014,3,20,3,12,0,585974.657018,473298.042544,614082.444339,322451.9201135,628684.8040749285,641788.4517353929,580415.4161572036,1,79,3,0.0
2014-03-21,548811.469984,0,54,33,99.97,0,2014,3,21,4,12,0,500897.112641,530515.2554715,598242.341178,369403.653633,632627.5283745,633703.7851855357,586788.4587474714,1,80,3,0.0
2014-03-24,571762.044919,0,54,33,100.05,0,2014,3,24,0,13,0,838814.636064,612719.522118,587414.828974,404224.188997,628050.028621,625962.77014675,614067.9172999357,1,83,4,0.0
2014-03-25,539861.6183493,0,54,33,99.66,0,2014,3,25,1,13,0,571762.044919,537427.86875,539365.375063,351418.110084,622198.9604497143,624844.7141428215,620051.4121542928,1,84,4,0.0
2014-03-26,569680.543547,0,54,33,100.61,0,2014,3,26,2,13,0,539861.6183493,585974.657018,575676.797032,353604.266985,622546.6389638999,624880.1600918428,626781.5374494821,1,85,4,0.0
2014-03-27,468581.398304,0,54,33,101.25,0,2014,3,27,3,13,0,569680.543547,500897.112641,473298.042544,330330.185244,620218.9084680428,624451.8562714857,634498.5473266963,1,86,4,0.0
2014-03-28,538905.781947,0,54,33,101.73,0,2014,3,28,4,13,0,468581.398304,548811.469984,530515.2554715,425624.795466,615602.3778484714,624114.9531114857,639436.0906502678,1,87,4,0.0
2014-03-31,651800.509461,0,54,33,101.57,0,2014,3,31,0,14,0,873958.8396415,571762.044919,612719.522118,613973.031386,626440.4813419714,627245.2549814858,647678.9355770464,1,90,5,0.0
2014-04-01,485079.887001,8,54,33,99.69,1,2014,4,1,1,14,0,651800.509461,539861.6183493,537427.86875,748930.902096,637874.5477051142,630036.7540774143,649029.9169368679,2,91,1,0.14545454545454545
2014-04-02,463917.316107,4,54,33,99.6,0,2014,4,2,2,14,0,485079.887001,569680.543547,585974.657018,741756.416525,630048.5860839285,626297.6125239143,639606.6663977607,2,92,1,0.07272727272727272
2014-04-03,388867.961418,120,54,33,100.29,0,2014,4,3,3,14,0,463917.316107,468581.398304,500897.112641,614082.444339,614939.5535925,617579.2310302714,629683.8413828321,2,93,1,2.1818181818181817
2014-04-04,422578.745073,5,54,33,101.16,0,2014,4,4,4,14,0,388867.961418,538905.781947,548811.469984,598242.341178,603551.919751643,609577.1488000571,621640.4669927964,2,94,1,0.09090909090909091
2014-04-07,426091.1040178,3,54,33,100.43,0,2014,4,7,0,15,0,631888.250898,651800.509461,571762.044919,587414.828974,523116.12342899997,574778.3023854857,600370.5362661179,2,97,1,0.05454545454545454
2014-04-08,376663.272105,8,54,33,102.57,0,2014,4,8,1,15,0,426091.1040178,485079.887001,539861.6183493,539365.375063,490871.92265140003,564373.2351782571,594608.9746605393,2,98,2,0.14545454545454545
2014-04-09,375309.082012,4,54,33,103.55,0,2014,4,9,2,15,0,376663.272105,463917.316107,569680.543547,575676.797032,475383.8348091143,552716.2104465214,588798.1852691822,2,99,2,0.07272727272727272
2014-04-10,334052.7571255,119,54,33,103.37,0,2014,4,10,3,15,0,375309.082012,388867.961418,468581.398304,473298.042544,462725.5156526858,538832.5346225929,581642.1954470393,2,100,2,2.1636363636363636
2014-04-11,379646.845927,14,54,33,103.68,0,2014,4,11,4,15,0,334052.7571255,422578.745073,538905.781947,530515.2554715,454894.77218232857,529223.3459669857,576669.1495392357,2,101,2,0.2545454545454545
2014-04-14,381386.309033,8,54,33,104.05,1,2014,4,14,0,16,0,540190.281942,426091.1040178,651800.509461,612719.522118,423124.7522990429,473120.4378640214,550182.8464227536,2,104,2,0.14545454545454545
2014-04-15,364689.054991,45,54,33,103.7,0,2014,4,15,1,16,0,381386.309033,376663.272105,485079.887001,537427.86875,416738.3530155,453805.13783345,541920.9459554321,2,105,3,0.8181818181818182
2014-04-16,411357.084985,45,54,33,103.71,0,2014,4,16,2,16,0,364689.054991,375309.082012,463917.316107,585974.657018,415027.7505706428,445205.79268987855,535751.7026068965,2,106,3,0.8181818181818182
2014-04-17,397464.842904,455,54,33,104.33,0,2014,4,17,3,16,0,411357.084985,334052.7571255,388867.961418,500897.112641,420177.46528107143,441451.4904668786,529515.360748575,2,107,3,8.272727272727273
2014-04-18,394392.184115,37,54,33,104.34,1,2014,4,18,4,16,0,397464.842904,379646.845927,422578.745073,548811.469984,429236.334678,442065.55343016423,525821.3511151107,2,108,3,0.6727272727272727
2014-04-21,398677.396998,28,54,33,104.35,1,2014,4,21,0,17,0,520126.3980386,381386.309033,426091.1040178,571762.044919,423760.08902894286,423442.4206639929,499110.3615247393,2,111,3,0.509090909090909
2014-04-22,370552.249018,49,54,33,101.69,0,2014,4,22,1,17,0,398677.396998,364689.054991,376663.272105,539861.6183493,426230.2444525143,421484.2987340071,492928.7669561321,2,112,4,0.8909090909090909
2014-04-23,372232.595049,58,54,33,101.47,0,2014,4,23,2,17,0,370552.249018,411357.084985,375309.082012,569680.543547,427067.8435992286,421047.79708493577,486882.0037657286,2,113,4,1.0545454545454545
2014-04-24,320875.477858,460,54,33,102.2,0,2014,4,24,3,17,0,372232.595049,397464.842904,334052.7571255,468581.398304,421478.63075122854,420828.04801615,479830.2913193714,2,114,4,8.363636363636363
2014-04-25,357173.708433,22,54,33,100.85,0,2014,4,25,4,17,0,320875.477858,394392.184115,379646.845927,538905.781947,410537.2928875143,419886.81378275715,474555.0798748714,2,115,4,0.4
2014-04-28,362271.9169815,65,54,33,101.13,0,2014,4,28,0,18,0,560508.420995,398677.396998,381386.309033,651800.509461,411050.65476957144,417405.3718992571,445262.90488163935,2,118,4,1.1818181818181819
2014-04-29,326338.348031,73,54,33,101.56,0,2014,4,29,1,18,0,362271.9169815,370552.249018,364689.054991,485079.887001,405849.87191007147,416040.05818129284,434922.5980073715,2,119,5,1.3272727272727274
2014-04-30,357079.964912,86,54,33,100.07,0,2014,4,30,2,18,0,326338.348031,372232.595049,411357.084985,463917.316107,399533.6003405,413300.72196986433,429253.2573298714,2,120,5,1.5636363636363637
2014-05-01,530380.848064,547,54,33,99.69,1,2014,5,1,3,18,0,357079.964912,320875.477858,397464.842904,388867.961418,397368.93889235717,409423.7848217929,425437.63764433574,2,121,1,9.945454545454545
2014-05-02,443284.891212,215,54,33,100.09,0,2014,5,2,4,18,0,530380.848064,357173.708433,394392.184115,422578.745073,427298.27749321435,418917.78519036435,430491.6693102643,2,122,1,3.909090909090909
2014-05-05,427601.704071,67,54,33,99.74,0,2014,5,5,0,19,0,646164.863883,362271.9169815,398677.396998,426091.1040178,467987.51172207145,439519.0832458214,431480.75195490714,2,125,1,1.2181818181818183
2014-05-06,388945.890086,84,54,33,99.81,0,2014,5,6,1,19,0,427601.704071,326338.348031,370552.249018,376663.272105,477320.3384491428,441585.1051796072,431534.70195680717,2,126,1,1.5272727272727273
2014-05-07,391932.183945,71,54,33,101.06,0,2014,5,7,2,19,0,388945.890086,357079.964912,372232.595049,375309.082012,486264.2730284286,442898.9366844643,431973.36688469996,2,127,1,1.290909090909091
2014-05-08,337483.713217,472,54,33,100.52,0,2014,5,8,3,19,0,391932.183945,530380.848064,320875.477858,334052.7571255,491243.16146171425,444306.05017703574,432567.0490965928,2,128,2,8.581818181818182
2014-05-09,381335.196055,218,54,33,100.32,0,2014,5,9,4,19,0,337483.713217,443284.891212,357173.708433,379646.845927,463686.4279121429,445492.3527026786,432689.58324271784,2,129,2,3.963636363636364
2014-05-12,398251.889006,61,54,33,100.89,1,2014,5,12,0,20,0,454512.928937,427601.704071,362271.9169815,381386.309033,422689.0919011428,445338.3018116071,431371.83685543214,2,132,2,1.1090909090909091
2014-05-13,360734.522978,65,54,33,102.01,0,2014,5,13,1,20,0,398251.889006,388945.890086,326338.348031,364689.054991,418496.2611775715,447908.2998133571,431974.17899732507,2,133,2,1.1818181818181819
2014-05-14,356373.806985,151,54,33,102.63,0,2014,5,14,2,20,0,360734.522978,391932.183945,357079.964912,411357.084985,414466.06587642856,450365.1694524285,431832.9457111464,2,134,2,2.7454545454545456
2014-05-15,332272.8296378,534,54,33,101.74,0,2014,5,15,3,20,0,356373.806985,337483.713217,530380.848064,397464.842904,409386.2977392857,450314.7296005,429869.2572111464,2,135,3,9.709090909090909
2014-05-16,380822.742652,1188,54,33,102.31,0,2014,5,16,4,20,0,332272.8296378,381335.196055,443284.891212,394392.184115,408641.88579940004,436164.1568557714,427540.9710230679,2,136,3,21.6
2014-05-19,388814.744958,110,54,33,102.95,0,2014,5,19,0,21,0,634519.7368283,398251.889006,427601.704071,398677.396998,428692.78458658565,425690.9382438643,432605.0107448428,2,139,3,2.0
2014-05-20,354372.33997,157,54,33,102.8,0,2014,5,20,1,21,0,388814.744958,360734.522978,388945.890086,370552.249018,427344.62115115713,422920.4411643642,432252.7731719857,2,140,3,2.8545454545454545
2014-05-21,356898.483031,191,54,33,104.31,0,2014,5,21,2,21,0,354372.33997,356373.806985,391932.183945,372232.595049,426435.73786429997,420450.90187036427,431674.9192774143,2,141,3,3.4727272727272727
2014-05-22,310660.142642,1561,54,33,104.03,0,2014,5,22,3,21,0,356898.483031,332272.8296378,337483.713217,320875.477858,426510.6915851572,417948.4946622214,431127.2724196286,2,142,4,28.381818181818183
2014-05-23,349549.892726,1274,54,33,105.01,0,2014,5,23,4,21,0,310660.142642,380822.742652,381335.196055,357173.708433,423423.1648714714,416032.52533543576,430762.4390190571,2,143,4,23.163636363636364
2014-05-26,373831.086112,188,54,33,104.895,0,2014,5,26,0,22,0,573412.21016,388814.744958,398251.889006,362271.9169815,407190.72502771433,417941.75480715,431640.0283093786,2,146,4,3.418181818181818
2014-05-27,327642.143098,196,54,33,104.78,0,2014,5,27,1,22,0,373831.086112,354372.33997,360734.522978,326338.348031,405050.20233542856,416197.4117432929,432052.855778325,2,147,4,3.5636363636363635
2014-05-28,338481.784057,192,54,33,103.37,0,2014,5,28,2,22,0,327642.143098,356898.483031,356373.806985,357079.964912,401231.6027822857,413833.67032329284,432099.4198878607,2,148,4,3.4909090909090907
2014-05-29,326624.5773325,1586,54,33,104.26,0,2014,5,29,3,22,0,338481.784057,310660.142642,332272.8296378,530380.848064,398600.645786,412555.66868557857,431435.19914303924,2,149,5,28.836363636363636
2014-05-30,375782.6398709,1224,54,33,103.4,0,2014,5,30,4,22,0,326624.5773325,349549.892726,380822.742652,443284.891212,400881.27931321424,412152.2220923429,424158.1894740571,2,150,5,22.254545454545454
2014-06-02,512725.7729758,195,54,33,103.07,0,2014,6,2,0,23,0,742732.830236,373831.086112,388814.744958,427601.704071,440326.78981362854,423758.75742067146,424724.8478322678,2,153,1,3.5454545454545454
2014-06-03,443636.187975,213,54,33,103.34,0,2014,6,3,1,23,0,512725.7729758,327642.143098,354372.33997,388945.890086,460168.88793702854,432609.5451362286,427764.99315029645,2,154,1,3.8727272727272726
2014-06-04,423284.494993,236,54,33,103.27,0,2014,6,4,2,23,0,443636.187975,338481.784057,356898.483031,391932.183945,476739.46577659994,438985.53427944286,429718.21807490365,2,155,1,4.290909090909091
2014-06-05,359474.513823,1616,54,33,103.17,0,2014,6,5,3,23,0,423284.494993,326624.5773325,310660.142642,337483.713217,488854.13876745716,443727.3922767286,430837.943469475,2,156,1,29.381818181818183
2014-06-06,391266.125449,1264,54,33,103.32,0,2014,6,6,4,23,0,359474.513823,375782.6398709,349549.892726,381335.196055,493546.98683752853,447214.13307537144,431623.32920540357,2,157,1,22.98181818181818
2014-06-09,415798.946041,199,54,33,105.09,0,2014,6,9,0,24,0,626026.956957,512725.7729758,373831.086112,398251.889006,473365.2161709714,456846.0029923,437393.878899725,2,160,2,3.618181818181818
2014-06-10,351689.4229725,199,54,33,105.02,0,2014,6,10,1,24,0,415798.946041,443636.187975,327642.143098,360734.522978,459518.52660885715,459843.7072729428,438020.55950811785,2,161,2,3.618181818181818
2014-06-11,373828.16418,258,54,33,105.04,0,2014,6,11,2,24,0,351689.4229725,423284.494993,338481.784057,356373.806985,446383.2744656428,461561.3701211214,437697.5202222072,2,162,2,4.6909090909090905
2014-06-12,329408.06736,1979,54,33,107.2,1,2014,6,12,3,24,0,373828.16418,359474.513823,326624.5773325,332272.8296378,439318.0843495,464086.1115584786,438320.8901220286,2,163,2,35.981818181818184
2014-06-13,392308.374573,1335,54,33,107.49,0,2014,6,13,4,24,0,329408.06736,391266.125449,375782.6398709,380822.742652,435022.87771192857,464284.93227472855,438218.57718353573,2,164,2,24.272727272727273
2014-06-16,447450.23987,338,54,33,107.52,0,2014,6,16,0,25,0,441279.9339945,415798.946041,512725.7729758,388814.744958,418055.128295,445710.1722329858,434734.4648268286,2,167,3,6.1454545454545455
2014-06-17,380396.036044,380,54,33,106.95,0,2014,6,17,1,25,0,447450.23987,351689.4229725,443636.187975,354372.33997,422576.74169914285,441047.63415399997,436828.5896451143,2,168,3,6.909090909090909
2014-06-18,373408.6641423,425,54,33,106.64,0,2014,6,18,2,25,0,380396.036044,373828.16418,423284.494993,356898.483031,426677.6864236429,436530.48044464283,437758.0073620429,2,169,3,7.7272727272727275
2014-06-19,332280.93509600003,2359,54,33,107.08,0,2014,6,19,3,25,0,373408.6641423,329408.06736,359474.513823,310660.142642,426617.7578468286,432967.9210981643,438347.6566874464,2,170,3,42.89090909090909
2014-06-20,369206.789547,1933,54,33,107.95,1,2014,6,20,4,25,0,332280.93509600003,392308.374573,391266.125449,349549.892726,427028.1675234,431025.5226176643,439119.82784651784,2,171,3,35.14545454545455
2014-06-23,414929.6359765,237,54,33,106.83,1,2014,6,23,0,26,0,591184.1240535,447450.23987,415798.946041,373831.086112,433220.09198840003,425637.6101417,441241.80656699993,2,174,4,4.3090909090909095
2014-06-24,340464.7450455,266,54,33,106.64,0,2014,6,24,1,26,0,414929.6359765,380396.036044,351689.4229725,327642.143098,428574.29143218574,425575.5165656643,442709.61191930354,2,175,4,4.836363636363636
2014-06-25,355342.398017,354,54,33,107.04,1,2014,6,25,2,26,0,340464.7450455,373408.6641423,373828.16418,338481.784057,422869.8212895429,424773.75385659287,443167.56198885717,2,176,4,6.4363636363636365
2014-06-26,315798.180924,2168,54,33,106.49,0,2014,6,26,3,26,0,355342.398017,332280.93509600003,329408.06736,326624.5773325,420288.9261287857,423453.3419878071,443769.7267731429,2,177,4,39.41818181818182
2014-06-27,370793.573429,2732,54,33,106.46,0,2014,6,27,4,26,0,315798.180924,369206.789547,392308.374573,375782.6398709,417934.24696135713,422481.20724237856,443383.0697585536,2,178,4,49.67272727272727
2014-06-30,429324.0552005,352,54,33,106.07,1,2014,6,30,0,27,0,567218.8850125,414929.6359765,447450.23987,512725.7729758,410774.0331977857,421997.06259309285,433853.6174130393,2,181,5,6.4
2014-07-01,720480.616788,2320,54,33,106.06,1,2014,7,1,1,27,0,429324.0552005,340464.7450455,380396.036044,443636.187975,412830.37880121433,420702.3351167,430874.98463535,3,182,1,42.18181818181818
2014-07-02,747430.1471275,4310,54,33,105.18,0,2014,7,2,2,27,0,720480.616788,355342.398017,373408.6641423,423284.494993,467118.3604787142,444994.0908841286,440762.2856643857,3,183,1,78.36363636363636
2014-07-03,583844.7207922,2383,54,33,104.76,1,2014,7,3,3,27,0,747430.1471275,315798.180924,332280.93509600003,359474.513823,523130.89606592857,471709.91109735717,452338.9160977607,3,184,1,43.32727272727273
2014-07-04,595424.31324,4056,54,33,104.475,1,2014,7,4,4,27,0,583844.7207922,370793.573429,369206.789547,391266.125449,561423.2589042429,489678.7529328,460352.1377752321,3,185,1,73.74545454545455
2014-07-07,638526.428909,492,54,33,104.19,0,2014,7,7,0,28,0,918276.596259,429324.0552005,414929.6359765,415798.946041,687441.0799392714,549107.5565685285,487372.58335511433,3,188,1,8.945454545454545
2014-07-08,557291.4975265,2183,54,33,104.06,1,2014,7,8,1,28,0,638526.428909,720480.616788,340464.7450455,351689.4229725,717327.1333262,565078.756063707,495327.13631468575,3,189,2,39.69090909090909
2014-07-09,574451.409963,4281,54,33,102.93,1,2014,7,9,2,28,0,557291.4975265,747430.1471275,355342.398017,373828.16418,694014.4020031287,580566.3812409214,502670.0675487571,3,190,2,77.83636363636364
2014-07-10,498047.54898,2465,54,33,103.61,0,2014,7,10,3,28,0,574451.409963,583844.7207922,315798.180924,329408.06736,669303.1538367715,596217.0249513501,509835.18346957857,3,191,2,44.81818181818182
2014-07-11,535644.182793,4057,54,33,101.48,0,2014,7,11,4,28,0,498047.54898,595424.31324,370793.573429,392308.374573,657046.4150064571,609234.83695535,515858.02209886425,3,192,2,73.76363636363637
2014-07-14,584867.15114,617,54,33,101.73,0,2014,7,14,0,29,0,733653.779849,638526.428909,429324.0552005,447450.23987,613473.3714744287,650457.2257068501,536227.1441499714,3,195,2,11.218181818181819
2014-07-15,562860.0268329,2329,54,33,100.56,0,2014,7,15,1,29,0,584867.15114,557291.4975265,720480.616788,380396.036044,605807.7603645715,661567.4468453858,541134.8909810429,3,196,3,42.345454545454544
2014-07-16,621336.4939885,4446,54,33,101.88,0,2014,7,16,2,29,0,562860.0268329,574451.409963,747430.1471275,373408.6641423,606603.2645512,650308.8332771643,547651.4620806464,3,197,3,80.83636363636364
2014-07-17,498221.7050971,2416,54,33,103.84,0,2014,7,17,3,29,0,621336.4939885,498047.54898,583844.7207922,332280.93509600003,613301.1336977,641302.1437672358,556506.0274322964,3,198,3,43.92727272727273
2014-07-18,547619.0590519,4275,54,33,103.83,0,2014,7,18,4,29,0,498221.7050971,535644.182793,595424.31324,369206.789547,613326.0131430001,635186.2140747287,562432.4835037643,3,199,3,77.72727272727273
2014-07-21,600228.430008,592,54,33,105.34,0,2014,7,21,0,30,0,776474.1180457,584867.15114,638526.428909,414929.6359765,617195.2543371571,615334.312905793,582220.9347371607,3,202,3,10.763636363636364
2014-07-22,530276.040011,2287,54,33,104.59,0,2014,7,22,1,30,0,600228.430008,562860.0268329,557291.4975265,340464.7450455,619389.7227468714,612598.7415557215,588838.7488097142,3,203,4,41.58181818181818
2014-07-23,574168.635995,4459,54,33,103.81,1,2014,7,23,2,30,0,530276.040011,621336.4939885,574451.409963,355342.398017,614734.8674866001,610669.0660189,595617.7236299107,3,204,4,81.07272727272728
2014-07-24,484618.8170115,2425,54,33,102.76,1,2014,7,24,3,30,0,574168.635995,498221.7050971,498047.54898,315798.180924,607996.6020589572,610648.8678783287,603432.9464148392,3,205,4,44.09090909090909
2014-07-25,579767.285128,4395,54,33,105.23,1,2014,7,25,4,30,0,484618.8170115,547619.0590519,535644.182793,370793.573429,606053.3323324429,609689.6727377215,609462.2548465357,3,206,4,79.9090909090909
2014-07-28,583936.68549,557,54,33,105.68,0,2014,7,28,0,31,0,747307.86662,600228.430008,584867.15114,429324.0552005,600755.2321143142,608975.2432257357,629716.2344662929,3,209,4,10.127272727272727
2014-07-29,524743.3250017,2207,54,33,104.91,0,2014,7,29,1,31,0,583936.68549,530276.040011,562860.0268329,720480.616788,598427.8400403142,608908.781393593,635238.1141194893,3,210,5,40.127272727272725
2014-07-30,578056.965281,4640,54,33,104.29,0,2014,7,30,2,31,0,524743.3250017,574168.635995,621336.4939885,747430.1471275,597637.4521818429,606186.1598342214,628247.4965556929,3,211,5,84.36363636363636
2014-07-31,532423.558194,2319,54,33,98.23,0,2014,7,31,3,31,0,578056.965281,484618.8170115,498221.7050971,583844.7207922,598192.9277941285,603094.7649265429,622198.4543468893,3,212,5,42.163636363636364
2014-08-01,506826.7949305,4407,54,33,97.86,0,2014,8,1,4,31,0,532423.558194,579767.285128,547619.0590519,595424.31324,605022.1765344858,605537.7544334643,620361.9842540964,3,213,1,80.12727272727273
2014-08-04,471173.304022,402,54,33,98.26,0,2014,8,4,0,32,0,625898.205888,583936.68549,600228.430008,638526.428909,568345.5960934571,584550.4141038858,599942.3635048392,3,216,1,7.3090909090909095
2014-08-05,417197.476176,395,54,33,97.34,1,2014,8,5,1,32,0,471173.304022,524743.3250017,530276.040011,557291.4975265,552236.5415980286,575332.1908191715,593965.4661874464,3,217,1,7.181818181818182
2014-08-06,402914.370941,515,54,33,96.93,0,2014,8,6,2,32,0,417197.476176,578056.965281,574168.635995,574451.409963,536872.8489086429,567255.1505452428,588962.1082820714,3,218,1,9.363636363636363
2014-08-07,359701.532989,2310,54,33,97.34,0,2014,8,7,3,32,0,402914.370941,532423.558194,484618.8170115,498047.54898,511852.4782886429,555022.7030413857,582835.7854598572,3,219,1,42.0
2014-08-08,397759.9389829,4308,54,33,97.61,0,2014,8,8,4,32,0,359701.532989,506826.7949305,579767.285128,535644.182793,487177.9032593571,546100.0398969215,577894.8563173214,3,220,2,78.32727272727273
2014-08-11,409544.575013,530,54,33,98.09,0,2014,8,11,0,33,0,509681.7650025,471173.304022,583936.68549,584867.15114,436374.4535996286,502360.0248465429,555667.6340361394,3,223,2,9.636363636363637
2014-08-12,353898.211991,488,54,33,97.36,0,2014,8,12,1,33,0,409544.575013,417197.476176,524743.3250017,562860.0268329,427570.3494554857,489903.44552675716,549406.113460175,3,224,2,8.872727272727273
2014-08-13,372116.544964,623,54,33,97.57,0,2014,8,13,2,33,0,353898.211991,402914.370941,578056.965281,621336.4939885,418527.5974290572,477700.22316885,541943.1915015357,3,225,2,11.327272727272728
2014-08-14,340740.8170565,2331,54,33,95.54,0,2014,8,14,3,33,0,372116.544964,359701.532989,532423.558194,498221.7050971,414127.9080037714,462990.1931462072,533042.4790363751,3,226,2,42.38181818181818
2014-08-15,402631.8400593,4456,54,33,97.3,1,2014,8,15,4,33,0,340740.8170565,397759.9389829,506826.7949305,547619.0590519,411419.2342991286,449298.5687792428,527418.1616063536,3,227,3,81.01818181818182
2014-08-18,433042.298907,514,54,33,96.44,0,2014,8,18,0,34,0,564443.173007,409544.575013,471173.304022,600228.430008,425338.7596086857,430856.60660415713,507703.51035402145,3,230,3,9.345454545454546
